tile,RUBCNL,x,y,path,../models/res18/res18_ciga_freeze/Res18_ep_29.pt,../models/res18/RUBCNL_Res18_freeze/Res18_1000_ep_29.pt,../models/res18/RUBCNL_Res18_random/Res18_1000_ep_29.pt,../models/res18/RUBCNL_Res18_ciga/Res18_ep_29.pt,../models/res18/RUBCNL_Res18_ciga_drop/Res18Dropout_ep_29.pt,../models/res18/res18_iced_e29.pt,../models/res18/res18_not_iced_e29.pt,../models/res50/RUBCNL_HLR_Res50slim/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_ice/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_optim_ice/RUBCNL_HLR_Res50slim_optim_ice15072024_ep_26_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50_Drop/24072024_ep_29_lr_0.0005resnet.pt,../remote_models/res50/RUBCNL_Res50/MyNet2_ep_29.pt,../models/res50/RUBCNL_Res50_random/Res50_1000_ep_29.pt,../models/res50/RUBCNL_Res50_freeze/MyNet2_ep_29.pt,../models/res50/RUBCNL_Res50_drop_freeze/Res50Dropout_ep_29.pt,../models/vgg13/dropout/VGG13_Dropout_ep_29.pt,../models/vgg13/base_model/VGG13_ep_29.pt,../models/vgg13/random_weights/VGG13_ep_29.pt
p007_21_0.tiff,2.115504136474970,3354,78,../../Training_Data/p007/Tiles_156/p007_21_0.tiff,0.1012053340673450,-0.3661648035049440,0.6223435401916500,2.4083187580108600,0.9419435262680050,0.7458275556564330,2.6667816638946500,2.2634012699127200,0.0654026567935943,0.1259343028068540,-0.1127872392535210,2.250359058380130,1.5501350164413500,0.3909323513507840,0.1284316182136540,-0.0435228943824768,0.0229469127953052,-0.01105378195643430
p007_22_0.tiff,2.50210900529625,3510,78,../../Training_Data/p007/Tiles_156/p007_22_0.tiff,1.218948245048520,-0.7250311374664310,1.8603864908218400,3.010054111480710,1.1568622589111300,2.2884888648986800,2.52907395362854,2.518178224563600,0.8636593222618100,0.8465467691421510,-0.2606959342956540,2.662222385406490,2.2412168979644800,1.7330526113510100,0.6820862293243410,-0.1232209801673890,0.026794197037816,-0.009855486452579500
p007_23_0.tiff,1.255012659126360,3666,78,../../Training_Data/p007/Tiles_156/p007_23_0.tiff,-0.4995141625404360,-0.4262600839138030,0.4680028855800630,1.457865595817570,0.4493142068386080,0.0165859907865524,1.160810112953190,1.427108645439150,0.3506699800491330,0.1215386465191840,-0.2715177536010740,1.536989450454710,0.703072726726532,-0.3248431086540220,-0.2236548513174060,-0.2497356981039050,0.0289110857993364,-0.024521954357624100
p007_24_0.tiff,2.320909028699240,3822,78,../../Training_Data/p007/Tiles_156/p007_24_0.tiff,0.1226864457130430,-0.7433233261108400,1.0133191347122200,2.5896356105804400,0.4639104902744290,0.8931988477706910,2.018721103668210,2.390352249145510,0.1350895911455150,0.2693148553371430,0.1554692685604100,2.174074172973630,1.008528232574460,0.6667400598526000,-0.0676646530628204,0.0699371770024299,0.0176093019545078,-0.021704915910959200
p007_25_0.tiff,0.8129554678457500,3978,78,../../Training_Data/p007/Tiles_156/p007_25_0.tiff,0.3365132510662080,-0.4376244246959690,0.5979813933372500,0.9869804978370670,0.6935594081878660,0.9039289355278020,0.9929936528205870,0.8971369862556460,0.1473204791545870,0.1501728147268300,0.1493406295776370,0.7574382424354550,0.9341917037963870,0.521034836769104,0.1701051145792010,-0.0387801900506019,0.0266312900930643,-0.00893174298107624
p007_26_0.tiff,2.115504136474970,4134,78,../../Training_Data/p007/Tiles_156/p007_26_0.tiff,0.5139186978340150,-0.4463416635990140,0.9617480039596560,2.0968096256256100,0.9644067287445070,1.2443490028381300,1.9390252828598000,2.093285083770750,0.2912059128284450,0.2695058286190030,-0.1132113561034200,2.4600255489349400,1.3658053874969500,0.7883282899856570,0.1655421108007430,0.0336852669715881,0.0248969197273254,-0.0136852553114295
p007_27_0.tiff,1.255012659126360,4290,78,../../Training_Data/p007/Tiles_156/p007_27_0.tiff,0.3313870429992680,-0.376009851694107,0.8888834714889530,1.2384952306747400,0.7944365739822390,0.8831000328063970,1.3998688459396400,1.235113263130190,0.3051108121871950,0.3355212211608890,-0.0421409755945205,1.422624945640560,1.4625600576400800,0.5443875789642330,0.4335193634033200,-0.1537879705429080,0.0214532129466533,-0.013530989177525000
p007_28_0.tiff,2.50210900529625,4446,78,../../Training_Data/p007/Tiles_156/p007_28_0.tiff,0.4725871086120610,-0.5601620078086850,1.4330668449401900,2.9416744709014900,1.2721564769744900,1.0732855796814000,2.322002410888670,2.489125490188600,0.3707156181335450,0.4001508951187130,-0.0961702242493629,2.673255920410160,1.669538140296940,1.1763191223144500,0.3779333531856540,-0.196178063750267,0.0210809595882892,-0.019693953916430500
p007_29_0.tiff,0.8129554678457500,4602,78,../../Training_Data/p007/Tiles_156/p007_29_0.tiff,0.3310827612876890,-0.3284103870391850,0.5909688472747800,0.8798960447311400,0.4402086436748500,0.7015572786331180,0.9745649695396420,0.8299973011016850,0.6725471019744870,0.6325260400772100,-0.5439658761024480,0.9821719527244570,0.8358402252197270,0.8474258184432980,0.3217219710350040,-0.1834340095520020,0.0195478945970535,-0.010850643739104300
p007_30_0.tiff,-0.871550429201091,4758,78,../../Training_Data/p007/Tiles_156/p007_30_0.tiff,-1.01857590675354,-0.1096205934882160,-0.7709218859672550,-1.2533423900604200,-0.5974653959274290,-0.9658257961273190,-1.084195852279660,-0.9479799866676330,-0.7127106189727780,-0.8871142268180850,-0.955708622932434,-1.0516867637634300,-1.204604148864750,-0.8674705028533940,-0.49210986495018,-0.3216757476329800,0.0297267735004425,-0.02076844312250610
p007_1_1.tiff,-0.871550429201091,234,234,../../Training_Data/p007/Tiles_156/p007_1_1.tiff,-0.0105180814862251,-0.2346416711807250,-0.6379073262214660,-0.6896010041236880,-0.0661696195602417,0.0193619430065155,-0.7363990545272830,-0.9120579957962040,-0.3966515958309170,-0.4503974020481110,-0.619672954082489,-0.9284448623657230,-0.6896794438362120,-0.4779614806175230,-0.3129632771015170,-0.1996518820524220,0.0424846708774566,-0.020850015804171600
p007_2_1.tiff,-0.871550429201091,390,234,../../Training_Data/p007/Tiles_156/p007_2_1.tiff,-0.4053662419319150,0.0269354563206434,-0.4297558665275570,-0.8709816932678220,-0.1875351965427400,0.0640028268098831,-0.6590456962585450,-1.0042458772659300,0.0964830890297889,0.0456695705652236,-0.1211443319916730,-0.9011408686637880,-0.5728272199630740,-0.3580384850502010,-0.2918558120727540,-0.1352781802415850,0.0189742781221866,-0.02630290947854520
p007_3_1.tiff,-0.871550429201091,546,234,../../Training_Data/p007/Tiles_156/p007_3_1.tiff,-0.5542088747024540,-0.2445429265499120,-0.5878010988235470,-0.7591058015823360,-0.2280777841806410,-0.4553202390670780,-0.8452637195587160,-0.8411108255386350,-0.6443806886672970,-0.5757485628128050,-0.5599087476730350,-0.9565197825431820,-0.9819666147232060,-0.4897667169570920,-0.2627922892570500,-0.2564814984798430,0.0273958668112754,-0.024967119097709700
p007_4_1.tiff,-0.871550429201091,702,234,../../Training_Data/p007/Tiles_156/p007_4_1.tiff,-0.0548565424978733,-0.0611158013343811,-0.5385605096817020,-1.076364517211910,-0.2819550335407260,-0.1320123821496960,-0.8259174823760990,-0.8460496664047240,-0.6555692553520200,-0.6834588050842290,-0.1733780950307850,-1.0199429988861100,-0.7887409329414370,-0.0254319384694099,-0.1741454154253010,-0.3832771182060240,0.0248189233243465,-0.005763687193393710
p007_5_1.tiff,0.8129554678457500,858,234,../../Training_Data/p007/Tiles_156/p007_5_1.tiff,-0.0661428421735763,-0.0097683537751436,-0.3527944087982180,0.476331502199173,0.2327611893415450,-0.0147726833820343,0.3423353135585790,0.9417302012443540,-0.3471889197826390,-0.3054289817810060,-0.0104262214154005,0.785613477230072,0.5203917026519780,0.0382854677736759,-0.1177064776420590,-0.0710724964737892,0.0203622505068779,-0.00423773005604744
p007_6_1.tiff,-0.871550429201091,1014,234,../../Training_Data/p007/Tiles_156/p007_6_1.tiff,0.1649592518806460,-0.2539667785167690,-0.0217304304242134,-0.7144389152526860,-0.2827922403812410,0.5976719856262210,-0.6845202445983890,-0.9865084886550900,0.1654309928417210,0.0633734613656997,-0.1753782927989960,-1.1069860458374000,-0.4672741889953610,-0.1874200701713560,-0.1543985307216640,-0.0663878321647644,0.0244297999888658,-0.015733208507299400
p007_7_1.tiff,-0.871550429201091,1170,234,../../Training_Data/p007/Tiles_156/p007_7_1.tiff,-0.4023118615150450,-0.2429232150316240,-0.2789256274700170,-0.697708785533905,-0.2899227142333980,-0.7105683088302610,-0.7013096213340760,-0.8371239304542540,-0.5099345445632940,-0.4248514473438260,-0.9011359214782720,-1.0193696022033700,-0.7508488893508910,-0.7991061210632320,-0.4147855937480930,-0.2881539165973660,0.0246233828365802,-0.03001367673277860
p007_8_1.tiff,0.8129554678457500,1326,234,../../Training_Data/p007/Tiles_156/p007_8_1.tiff,-0.0925082415342331,-0.5018723607063290,0.4352078139781950,1.1416265964508100,0.3460388779640200,-0.1680445373058320,0.915104866027832,0.756756603717804,-0.4045557081699370,-0.4128009974956510,-0.2965965867042540,1.0493003129959100,0.6278792023658750,-0.0836655423045158,-0.1579708307981490,-0.3193817138671880,0.0274795163422822,-0.012502134777605500
p007_9_1.tiff,1.255012659126360,1482,234,../../Training_Data/p007/Tiles_156/p007_9_1.tiff,-0.0551906637847423,-0.6758680939674380,0.8870267868041990,1.8206855058670000,0.4572812616825100,-0.4803975224494930,1.3180650472641000,1.2678252458572400,-0.2773936986923220,-0.2526978254318240,-0.3240268230438230,1.440245509147640,1.2169500589370700,0.3375331461429600,-0.0235207676887512,-0.2553269565105440,0.0289940163493156,-0.014677440747618700
p007_10_1.tiff,2.115504136474970,1638,234,../../Training_Data/p007/Tiles_156/p007_10_1.tiff,0.4839247465133670,-1.0310606956481900,2.1805617809295700,2.5376646518707300,1.032308578491210,1.362184762954710,2.5198957920074500,2.0002806186676000,0.3964529633522030,0.3748520910739900,-0.5286156535148620,2.082932233810430,1.912805438041690,1.3687474727630600,0.1949421018362050,-0.117041490972042,0.0189722497016191,-0.008871719241142270
p007_11_1.tiff,0.1904260424134580,1794,234,../../Training_Data/p007/Tiles_156/p007_11_1.tiff,0.9952970147132870,-0.6024156212806700,1.3024916648864700,0.9667548537254330,0.3017165660858150,1.0464835166931200,0.7070351839065550,0.0510285682976245,0.2090596705675130,0.3116439580917360,-0.1656131446361540,0.2062716633081440,1.2315291166305500,1.2250577211380000,0.3072965443134310,-0.0976181179285049,0.0238296575844287,-0.01715637557208540
p007_12_1.tiff,-0.871550429201091,1950,234,../../Training_Data/p007/Tiles_156/p007_12_1.tiff,-0.1147342175245290,-0.043158508837223,-0.2345085144042970,-0.742361307144165,-0.2552757561206820,-0.3002740442752840,-0.6627166867256170,-0.9334990978240970,0.1505212932825090,0.1291460841894150,-0.1953131407499310,-1.0378111600875900,-0.5294270515441900,-0.4722198247909550,-0.2008311599493030,-0.1738382130861280,0.0222681872546672,-0.023577792569994900
p007_13_1.tiff,0.8129554678457500,2106,234,../../Training_Data/p007/Tiles_156/p007_13_1.tiff,0.2298165410757060,-0.3581553995609280,0.0038972161710262,0.93840491771698,0.1293774843215940,0.0992183536291122,0.8914934396743770,0.810562014579773,-0.7833471298217770,-0.8125462532043460,-0.3186042308807370,0.8990044593811040,0.4850354194641110,-0.2828387022018430,-0.167532667517662,-0.2149226814508440,0.0300143659114837,-0.016562094911932900
p007_14_1.tiff,0.1904260424134580,2262,234,../../Training_Data/p007/Tiles_156/p007_14_1.tiff,0.0375270247459411,-0.2028270214796070,0.2975443005561830,0.2779968678951260,0.0593639388680458,0.4463661909103390,0.3888885080814360,0.2266953587532040,-0.380738765001297,-0.3421443700790410,-0.2504605650901790,0.2621910870075230,0.3786457180976870,-0.2181725203990940,-0.1714295297861100,0.0638967007398605,0.0217910297214984,-0.005390632897615430
p007_15_1.tiff,0.1904260424134580,2418,234,../../Training_Data/p007/Tiles_156/p007_15_1.tiff,-0.1605124324560170,-0.1196079552173610,-0.0257133245468139,0.3954203128814700,0.560512900352478,-0.2701425552368160,0.628811776638031,0.1937413513660430,-0.0853128433227539,0.0062503777444362,-0.0712949261069297,0.186122715473175,-0.0693729072809219,-0.3579384386539460,-0.2045239359140400,-0.0126647669821977,0.0180729925632476,-0.010586980730295200
p007_16_1.tiff,1.5980522772339400,2574,234,../../Training_Data/p007/Tiles_156/p007_16_1.tiff,-0.1234623789787290,-0.3842428624629970,0.4361390769481660,1.824771523475650,0.6102721095085140,0.1957785040140150,1.5166953802108800,1.6514705419540400,0.0245835687965154,-0.0218365024775266,-0.132165789604187,1.5235512256622300,0.1460418701171880,-0.0218927785754203,-0.0561859980225563,-0.1057489663362500,0.0316015407443046,-0.011294389143586200
p007_17_1.tiff,2.115504136474970,2730,234,../../Training_Data/p007/Tiles_156/p007_17_1.tiff,0.5054371356964110,-0.8072571754455570,1.7699286937713600,2.7720417976379400,1.1593786478042600,1.4992477893829300,2.421422243118290,2.2351977825164800,0.7165957689285280,0.8306325674057010,-0.2621265649795530,2.561071395874020,1.8599830865860000,1.1383219957351700,0.3052963316440580,0.0068526323884725,0.0182477962225675,-0.02335420250892640
p007_18_1.tiff,2.6642114783785,2886,234,../../Training_Data/p007/Tiles_156/p007_18_1.tiff,0.5994536876678470,-0.6104904413223270,1.3756471872329700,2.679157018661500,0.680944561958313,0.9078367948532100,2.1321613788604700,2.778637647628780,0.7057355046272280,0.7705435752868650,-0.2803788781166080,2.9754562377929700,1.6163302659988400,0.3171635866165160,0.1968169510364530,-0.0089411605149507,0.0235513318330049,-0.021610066294670100
p007_19_1.tiff,1.5980522772339400,3042,234,../../Training_Data/p007/Tiles_156/p007_19_1.tiff,1.283174991607670,-0.5273094773292540,1.3640334606170700,1.703688621521000,1.1310820579528800,1.329476833343510,2.0512940883636500,1.6150407791137700,0.6744451522827150,0.6227160692214970,0.2303597629070280,1.9983644485473600,1.105923056602480,0.7369766235351560,0.2996338307857510,-0.1267672628164290,0.017808724194765,-0.025561243295669600
p007_20_1.tiff,3.067920038310110,3198,234,../../Training_Data/p007/Tiles_156/p007_20_1.tiff,0.4548419713974000,-0.4901192486286160,0.9633207321166990,3.43295955657959,1.1451324224472000,1.149386644363400,3.248002290725710,3.4466583728790300,0.3556075692176820,0.2536386847496030,0.2145504057407380,3.664527416229250,1.6515129804611200,0.7458817362785340,0.3036396503448490,-0.0706971809267997,0.0234494786709547,-0.024222325533628500
p007_21_1.tiff,-0.871550429201091,3354,234,../../Training_Data/p007/Tiles_156/p007_21_1.tiff,0.5884413719177250,-0.227700650691986,-0.0921532362699508,-0.7089194655418400,-0.0005007423460483,0.9930787086486820,-0.1264175176620480,-0.8582940101623540,-0.0192689690738916,-0.0068985465914011,-0.2604997754096990,-1.0128679275512700,-0.5825870037078860,0.8890026807785030,0.3459626138210300,-0.1162109896540640,0.0260552205145359,-0.02247786894440650
p007_22_1.tiff,2.50210900529625,3510,234,../../Training_Data/p007/Tiles_156/p007_22_1.tiff,1.52561616897583,-0.7457196712493900,1.849469542503360,2.893183946609500,1.0060909986496000,2.224135398864750,2.3161463737487800,2.524845838546750,0.9466515183448790,0.936621904373169,-0.2788054049015050,2.642798900604250,1.785254955291750,1.6124423742294300,0.677014172077179,-0.1971797496080400,0.0228311531245708,-0.011982760392129400
p007_23_1.tiff,0.8129554678457500,3666,234,../../Training_Data/p007/Tiles_156/p007_23_1.tiff,0.7309083342552190,-0.4018462598323820,0.8433257937431340,1.06787109375,0.4683326482772830,0.8942951560020450,1.2563199996948200,0.7933864593505860,0.4327104687690740,0.4048895835876470,-0.2439514398574830,0.5857641100883480,1.0974833965301500,0.9758432507514950,0.3642657399177550,-0.1945476233959200,0.0228365920484066,-0.024056540802121200
p007_24_1.tiff,2.115504136474970,3822,234,../../Training_Data/p007/Tiles_156/p007_24_1.tiff,0.1755884885787960,-0.644568681716919,0.9843121767044070,2.3753364086151100,0.6715914607048040,0.7194254398345950,2.1834793090820300,2.066925287246700,-1.9426233768463100,-1.1399250030517600,-0.0947583764791488,2.01408052444458,1.6655820608139000,0.9005541205406190,0.0639427378773689,-0.0917936637997627,0.015184411779046,-0.02392621710896490
