tile,RUBCNL,x,y,path,../models/res18/RUBCNL_Res18/Res18_1000_ep_29.pt,../models/res18/res18_ciga_freeze/Res18_ep_29.pt,../models/res18/RUBCNL_Res18_freeze/Res18_1000_ep_29.pt,../models/res18/RUBCNL_Res18_random/Res18_1000_ep_29.pt,../models/res18/RUBCNL_Res18_ciga/Res18_ep_29.pt,../models/res18/RUBCNL_Res18_ciga_drop/Res18Dropout_ep_29.pt,../models/res18/res18_iced_e29.pt,../models/res18/res18_not_iced_e29.pt,../models/res50/RUBCNL_HLR_Res50slim/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_ice/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_optim_ice/RUBCNL_HLR_Res50slim_optim_ice15072024_ep_26_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50_Drop/24072024_ep_29_lr_0.0005resnet.pt,../remote_models/res50/RUBCNL_Res50/MyNet2_ep_29.pt,../models/res50/RUBCNL_Res50_random/Res50_1000_ep_29.pt,../models/res50/RUBCNL_Res50_freeze/MyNet2_ep_29.pt,../models/res50/RUBCNL_Res50_drop_freeze/Res50Dropout_ep_29.pt,../models/vgg13/dropout/VGG13_Dropout_ep_29.pt,../models/vgg13/base_model/VGG13_ep_29.pt,../models/vgg13/random_weights/VGG13_ep_29.pt
p008_5_1.tiff,-0.72998047,858,234,../../Test_Data/p008/Tiles_156/p008_5_1.tiff,0.0520717725157737,-1.0314887762069702,-0.1714895665645599,-0.7725698351860046,-0.4930431842803955,-0.4460272192955017,-0.6634606719017029,-1.0993127822875977,-0.5247601270675659,-1.3233048915863037,-1.2910820245742798,-0.7568458914756775,-0.1499331146478653,-0.7280174493789673,-1.0238360166549685,-0.522991418838501,-0.1943405568599701,0.0294927768409252,-0.019858669489622116
p008_10_1.tiff,-0.72998047,1638,234,../../Test_Data/p008/Tiles_156/p008_10_1.tiff,0.0439157262444496,-0.6545862555503845,-0.0420652031898498,-1.0256470441818235,-0.9495116472244264,-0.3585348427295685,-0.6646401882171631,-0.923172414302826,-1.01678729057312,-0.49484384059906,-0.5244961380958557,-0.5906620025634766,-1.2366952896118164,-1.28290593624115,-1.0951883792877195,-0.4672700464725494,0.0011424105614423,0.0242084860801696,-0.022710226476192474
p008_11_1.tiff,-0.72998047,1794,234,../../Test_Data/p008/Tiles_156/p008_11_1.tiff,0.0284156519919633,-0.4768847227096557,-0.2317975610494613,-0.4940785467624664,-0.9931116104125975,-0.3095612227916717,-0.0606925785541534,-0.6029496788978577,-0.8886947631835938,-0.3337277472019195,-0.3926231563091278,-0.3119205236434936,-0.5275934934616089,-0.8352342844009399,-0.7113533616065979,-0.2702471017837524,-0.2319381088018417,0.0253966469317674,-0.022042231634259224
p008_12_1.tiff,1.315302,1950,234,../../Test_Data/p008/Tiles_156/p008_12_1.tiff,0.0510462746024131,-0.1700894683599472,-0.3542311787605285,-0.1096974462270736,0.5025575757026672,0.1611631065607071,-0.091203399002552,-0.3875623941421509,0.6341049671173096,-0.4478407204151153,-0.5349006652832031,0.2186762988567352,0.2636661231517792,0.3527015149593353,0.183525949716568,0.070740595459938,0.0705509334802627,0.0182320792227983,-0.03627731278538704
p008_13_1.tiff,-0.72998047,2106,234,../../Test_Data/p008/Tiles_156/p008_13_1.tiff,0.0410709828138351,-0.5492696166038513,-0.2587444484233856,-0.6213778257369995,-0.0983711779117584,-0.2888959646224975,-0.0655608028173446,-0.7387496829032898,0.6231688261032104,-0.8417046666145325,-0.7811842560768127,-0.1895581930875778,-0.4602156579494476,-0.7569143772125244,-0.9206679463386536,-0.4536782801151275,-0.2831738591194153,0.0199313107877969,-0.02363511547446251
p008_14_1.tiff,1.315302,2262,234,../../Test_Data/p008/Tiles_156/p008_14_1.tiff,0.0424176156520843,-0.1740735173225402,-0.3335268795490265,0.2290874272584915,0.9471452832221984,0.2450828105211258,-0.2766081690788269,0.7985677719116211,0.6677131652832031,-0.2020338326692581,-0.1620692163705825,-0.3944737911224365,0.3833648264408111,-0.0744751468300819,-0.8704773187637329,-0.2515957951545715,-0.3068495988845825,0.0340792387723922,-0.017135776579380035
p008_15_1.tiff,0.5393646,2418,234,../../Test_Data/p008/Tiles_156/p008_15_1.tiff,0.0252744350582361,-0.6123783588409424,0.1192659512162208,-1.0630724430084229,-1.043837308883667,-0.3427150547504425,-0.7919907569885254,-1.1052658557891846,-1.0955404043197632,-0.8530927896499634,-0.8640518188476562,-0.5492827892303467,-0.9536321759223938,-1.13783597946167,-0.8619366884231567,-0.4227979779243469,-0.4074638187885284,0.0254686325788497,-0.01367269828915596
p008_17_1.tiff,-0.72998047,2730,234,../../Test_Data/p008/Tiles_156/p008_17_1.tiff,0.027503365650773,-0.4297359585762024,-0.24783656001091,-0.81822669506073,-0.7087870836257935,-0.4373131990432739,-0.8077812790870667,-0.8618685603141785,-1.0157785415649414,-0.9808128476142884,-0.9683244228363036,-0.6463130116462708,-1.0378342866897583,-0.6435099840164185,-1.002142071723938,-0.5385880470275879,-0.4292868375778198,0.027118757367134,-0.015331914648413658
p008_18_1.tiff,-0.72998047,2886,234,../../Test_Data/p008/Tiles_156/p008_18_1.tiff,0.0275365430861711,-0.4468152225017547,-0.1964180320501327,-0.8084971308708191,-0.949650764465332,-0.3626792728900909,-0.7296313643455505,-0.693017303943634,-0.3622689545154571,-0.4231520891189575,-0.4637283682823181,-0.4548393487930298,-0.7016375064849854,-0.7044707536697388,-1.0608088970184326,-0.48665252327919,-0.4043949842453003,0.028501471504569,-0.01725480891764164
p008_19_1.tiff,-0.72998047,3042,234,../../Test_Data/p008/Tiles_156/p008_19_1.tiff,0.0505227521061897,-0.1839884966611862,-0.3836632668972015,0.0120132677257061,0.6705179214477539,0.2422259002923965,-0.3625311255455017,0.6211701035499573,-0.2528956234455108,-0.6262177228927612,-0.5710057616233826,-0.8514922857284546,-0.1563866287469864,-0.1352806836366653,-0.8559824228286743,-0.4865598976612091,-0.2747948169708252,0.0264795124530792,-0.036636169999837875
p008_20_1.tiff,0.5393646,3198,234,../../Test_Data/p008/Tiles_156/p008_20_1.tiff,0.020642602816224,-0.3383930623531341,-0.1549959927797317,-0.7548279762268066,-0.2509354948997497,-0.3635115921497345,-0.6919941902160645,-0.7971461415290833,-0.6469761729240417,0.2606325149536133,0.2514147460460663,-0.7394664287567139,-0.9476519227027892,-0.9204868078231812,-1.2231295108795166,-0.4543750584125519,-0.5618241429328918,0.0267083831131458,-0.017312882468104362
p008_0_2.tiff,-0.72998047,78,390,../../Test_Data/p008/Tiles_156/p008_0_2.tiff,-0.0125882308930158,-0.6329337954521179,-0.1190228909254074,-0.2580116093158722,-0.654232382774353,-0.1877297013998031,-0.5006324648857117,0.0473477020859718,-0.6839885115623474,-0.4350068569183349,-0.4206107854843139,-0.698291540145874,-0.6930319666862488,0.2155341207981109,-0.5893750190734863,-0.3861793875694275,-0.0735067278146743,0.0270407013595104,-0.017875192686915398
p008_1_2.tiff,-0.72998047,234,390,../../Test_Data/p008/Tiles_156/p008_1_2.tiff,0.0254417192190885,-0.5789687037467957,-0.1811586767435073,-0.4010329842567444,-0.7477098107337952,-0.3767703473567962,-0.9917032718658448,-0.7493460178375244,-0.8946802616119385,-1.2207024097442627,-1.1958582401275637,-0.0336005315184593,-1.0357799530029297,-0.2242652326822281,-0.787796139717102,-0.3044367730617523,-0.2540460526943207,0.0217441748827695,-0.012905038893222809
p008_2_2.tiff,-0.72998047,390,390,../../Test_Data/p008/Tiles_156/p008_2_2.tiff,0.1179358884692192,-0.4102621674537658,-0.5069607496261597,0.1158156543970108,-1.1207555532455444,-0.4505744874477386,-0.595456063747406,-0.9678418040275574,-0.9862005710601808,-0.6894193887710571,-0.5883908867835999,-0.3042099773883819,-0.5027744174003601,-0.1692777574062347,0.2069515287876129,-0.0555079206824302,-0.1427069455385208,0.0194818004965782,-0.023597659543156624
p008_3_2.tiff,-0.72998047,546,390,../../Test_Data/p008/Tiles_156/p008_3_2.tiff,0.0423013120889663,-0.4010011553764343,-0.5672504901885986,-0.1302314549684524,-0.99443519115448,-0.4549162089824676,-0.6030930280685425,-0.3574760854244232,-0.9810650944709778,-0.3749486804008484,-0.4771157205104828,-0.3460797667503357,-0.722289502620697,-0.4808241426944732,-0.9173663854599,-0.3993560373783111,-0.0449309572577476,0.0255862213671207,-0.03414291888475418
p008_4_2.tiff,-0.72998047,702,390,../../Test_Data/p008/Tiles_156/p008_4_2.tiff,0.0017643552273511,-0.4973078966140747,-0.3135822117328644,-0.2517391145229339,-0.5750707387924194,-0.4337463974952698,-0.6931465268135071,-0.7790787816047668,-0.6853757500648499,-0.8023461103439331,-0.8404120206832886,0.1587923765182495,-0.3106968700885772,-0.5428473949432373,-0.4478116333484649,-0.210032507777214,-0.0001918692141771,0.0212254431098699,-0.007791958749294281
p008_5_2.tiff,-0.72998047,858,390,../../Test_Data/p008/Tiles_156/p008_5_2.tiff,0.0432570427656173,-0.54554283618927,-0.4713825285434723,-0.1638333797454834,-0.6428271532058716,-0.4423266947269439,-0.8157453536987305,-0.7666206359863281,-0.7445048689842224,-0.1579138785600662,-0.2031281590461731,-0.2536223828792572,-0.8952221274375916,0.2693099975585937,-0.4439705908298492,-0.2322138398885727,-0.2522576451301574,0.0275137349963188,-0.020558984950184822
p008_6_2.tiff,-0.72998047,1014,390,../../Test_Data/p008/Tiles_156/p008_6_2.tiff,-0.0099571719765663,-0.4921557307243347,-0.2016992717981338,-0.32674640417099,-0.797974705696106,-0.4398864209651947,-0.831138014793396,-0.7551177740097046,-0.7843759059906006,-0.7428945302963257,-0.7834410071372986,0.1491944640874862,-0.0831413716077804,-0.9852180480957032,0.0641315951943397,-0.2656989097595215,-0.1792579740285873,0.0251280572265386,-0.01470059435814619
p008_7_2.tiff,-0.72998047,1170,390,../../Test_Data/p008/Tiles_156/p008_7_2.tiff,0.0141247678548097,-0.5525683760643005,-0.3767471611499786,-0.3270840644836426,-0.950206220149994,-0.4696142375469208,-0.6737394332885742,-0.5801226496696472,-0.8277748823165894,-0.5148723125457764,-0.4511793851852417,-0.2076213955879211,-0.5489310622215271,-0.6084107160568237,-0.391939103603363,-0.2301133424043655,-0.12396190315485,0.0179781485348939,-0.013767175376415253
p008_8_2.tiff,-0.72998047,1326,390,../../Test_Data/p008/Tiles_156/p008_8_2.tiff,0.0369663536548614,-0.3401933312416076,-0.3669858574867248,-0.0854735448956489,-0.6317298412322998,-0.2279975563287735,-0.42826908826828,0.0091073438525199,-0.9481152296066284,-0.6291279792785645,-0.5799297094345093,0.2824908196926117,-0.4259204566478729,-0.2054474800825119,-0.4051420092582702,-0.2064428329467773,0.171283945441246,0.0142149366438388,-0.011723817326128483
p008_9_2.tiff,-0.72998047,1482,390,../../Test_Data/p008/Tiles_156/p008_9_2.tiff,0.0690945088863372,-0.1531968414783477,-0.654425859451294,0.1071323901414871,-0.7252421975135803,-0.3763397634029388,-0.2175265848636627,0.7977756261825562,-0.4208492338657379,-0.5825654864311218,-0.5711115598678589,0.4247506260871887,-0.5429438948631287,-0.2637315690517425,0.0514924898743629,-0.2067411243915558,-0.0117353964596986,0.014940720051527,-0.006822254508733749
p008_10_2.tiff,-0.72998047,1638,390,../../Test_Data/p008/Tiles_156/p008_10_2.tiff,0.0479824915528297,-0.4542906284332275,-0.4675727486610412,0.0023566372692584,-0.147995725274086,-0.2128887921571731,-0.4809895157814026,-0.0934365317225456,-0.4327679574489593,-0.2946151494979858,-0.2728181779384613,-0.082827128469944,0.1111555844545364,-0.0329402834177017,-0.5538065433502197,-0.2894760370254516,-0.0961039066314697,0.0229142382740974,-0.010428601875901222
p008_11_2.tiff,-0.72998047,1794,390,../../Test_Data/p008/Tiles_156/p008_11_2.tiff,0.0488449856638908,0.4192349910736084,-0.3178256452083587,0.7040838003158569,-0.4598060250282287,0.1374708414077758,0.4577691555023193,0.0732095018029213,0.5301064252853394,-0.6403416991233826,-0.5709224939346313,0.0164431575685739,-0.272900640964508,0.9852231740951538,0.3347368240356445,0.1672978997230529,0.1581616252660751,0.0256336517632007,-0.019902536645531654
p008_12_2.tiff,-0.72998047,1950,390,../../Test_Data/p008/Tiles_156/p008_12_2.tiff,0.0849265977740287,0.0988303422927856,-0.4525901973247528,1.078920841217041,0.4373977184295654,0.2636371552944183,0.2510852217674255,0.710266649723053,0.6747276782989502,-0.1648190021514892,-0.1319384425878524,0.0516698732972145,0.8436426520347595,0.9555699229240416,0.2774226367473602,0.0258169006556272,0.1202163100242614,0.0262646209448575,-0.021083122119307518
p008_13_2.tiff,1.315302,2106,390,../../Test_Data/p008/Tiles_156/p008_13_2.tiff,0.0658733919262886,-0.4013866484165191,-0.3701631128787994,0.7585721611976624,0.762092649936676,-0.0280058123171329,0.1177318096160888,-0.1169968396425247,-0.097100980579853,-0.0943362116813659,-0.1815223544836044,-0.0728106871247291,0.223074123263359,0.908410906791687,-0.3298030197620392,-0.0901632308959961,-0.0124951433390378,0.0261840503662824,-0.01840978115797043
p008_14_2.tiff,-0.72998047,2262,390,../../Test_Data/p008/Tiles_156/p008_14_2.tiff,0.0314859300851821,-0.5174269676208496,0.0287787821143865,-0.7599170207977295,0.0909551978111267,-0.0560058765113353,-0.6338719129562378,0.4700950682163238,0.4672138392925262,-0.9009476900100708,-0.8437015414237976,-0.2431337237358093,0.4013321697711944,-0.8597624897956848,-0.1694380342960357,-0.064877413213253,-0.1282257884740829,0.0243798792362213,-0.016323264688253403
p008_15_2.tiff,0.5393646,2418,390,../../Test_Data/p008/Tiles_156/p008_15_2.tiff,0.1279185563325882,0.5013026595115662,-0.4139693975448608,-0.5952009558677673,0.8681915402412415,0.0758574455976486,-0.2073927670717239,0.5855188965797424,0.2889797985553741,-0.363312304019928,-0.1897960752248764,0.2448096573352813,-0.542625367641449,-0.7753552794456482,0.0573308542370796,-0.0106816235929727,0.0377677381038665,0.0327098779380321,-0.03261682391166687
p008_16_2.tiff,2.3147807,2574,390,../../Test_Data/p008/Tiles_156/p008_16_2.tiff,0.1599170714616775,0.2244366258382797,-0.9111351370811462,0.6671971678733826,0.5929688215255737,0.0824326127767562,0.1343143135309219,0.3210725784301758,1.1722078323364258,0.4661988019943237,0.4440039098262787,0.3287629187107086,0.4688462316989898,-0.0046441424638032,-0.3847390413284302,-0.1938166469335556,0.0453471764922142,0.0179370120167732,-0.02650240808725357
p008_17_2.tiff,-0.72998047,2730,390,../../Test_Data/p008/Tiles_156/p008_17_2.tiff,0.0787348076701164,-0.3653480112552643,-0.3880382478237152,-0.7701351642608643,0.0505860820412635,-0.3610392212867737,-0.1385376751422882,-0.3817064464092254,-0.2091736495494842,-0.9285608530044556,-0.844410240650177,-0.0720480307936668,-0.0465348362922668,-1.0908217430114746,0.5359333157539368,0.0017098579555749,0.0158225055783987,0.0289008989930152,-0.028014082461595535
p008_18_2.tiff,-0.72998047,2886,390,../../Test_Data/p008/Tiles_156/p008_18_2.tiff,0.0226237569004297,-0.3262172639369964,-0.2657003104686737,-0.3099688291549682,-0.0811279639601707,-0.1119560748338699,-0.1655183583498001,-0.6810418963432312,-0.1671264618635177,-0.4862769246101379,-0.5463001132011414,-0.2002165913581848,-0.6491867303848267,-0.1929772496223449,-0.5060656070709229,-0.1841862499713897,-0.2069442421197891,0.0186664164066314,-0.020600033923983574
p008_19_2.tiff,-0.72998047,3042,390,../../Test_Data/p008/Tiles_156/p008_19_2.tiff,0.048800379037857,-0.2733511328697204,-0.3220346868038177,-0.3096044659614563,0.7138091325759888,0.0158456154167652,-0.299367606639862,0.1759031116962433,-0.0397612527012825,-0.5293379426002502,-0.5650445222854614,-0.2303390800952911,-0.3571184277534485,-0.4339590072631836,-0.2529859542846679,-0.1441418826580047,-0.2461221665143966,0.0173678994178771,-0.034088291227817535
p008_23_2.tiff,0.5393646,3666,390,../../Test_Data/p008/Tiles_156/p008_23_2.tiff,0.0627401471138,-0.0241593606770038,-0.5285769701004028,0.4580318033695221,0.3153502941131592,0.1393826901912689,-0.1954472512006759,0.8782826066017151,0.2125962227582931,-0.7008955478668213,-0.6784392595291138,-0.1953062564134597,0.2526542246341705,-0.1081261858344078,0.1769437193870544,-0.1832645982503891,-0.0747894942760467,0.0296038798987865,-0.03486917167901993
p008_24_2.tiff,-0.72998047,3822,390,../../Test_Data/p008/Tiles_156/p008_24_2.tiff,0.0523052811622619,-0.1959488093852996,-0.3014964461326599,-0.1835135966539383,0.7040396332740784,0.1101570576429367,-0.0736506730318069,-0.7999396324157715,-0.5112038254737854,-0.0286906082183122,-0.1841474771499633,-0.1477292478084564,-0.0476937182247638,-0.4298811554908752,-0.7410526871681213,-0.1477643698453903,-0.2175106853246688,0.0201256908476352,-0.02499673329293728
p008_25_2.tiff,-0.72998047,3978,390,../../Test_Data/p008/Tiles_156/p008_25_2.tiff,0.0678371861577034,-0.4370329678058624,-0.1681979596614837,-0.939638614654541,-0.2006165981292724,-0.4147948622703552,-0.6443115472793579,-0.9818556308746338,-0.8982242345809937,-0.7478178143501282,-0.7434865236282349,-0.2381934821605682,-0.5310533046722412,-0.7637649178504944,-0.4508243203163147,-0.2245694100856781,-0.3107036352157593,0.0310173649340868,-0.018515408039093018
p008_26_2.tiff,-0.72998047,4134,390,../../Test_Data/p008/Tiles_156/p008_26_2.tiff,0.0375367850065231,-0.8678045868873596,-0.1711319386959076,-1.2314327955245972,-1.1527420282363892,-0.5415256023406982,-1.0893813371658323,-1.1198954582214355,-1.064910054206848,-1.282110333442688,-1.2266443967819214,-0.212514653801918,-1.2136414051055908,-1.4169546365737915,-1.0917736291885376,-0.5165680050849915,-0.3003890812397003,0.0263449233025312,-0.016440412029623985
p008_27_2.tiff,-0.72998047,4290,390,../../Test_Data/p008/Tiles_156/p008_27_2.tiff,0.0370203852653503,-0.3292671144008636,-0.192550390958786,-1.161862850189209,-1.2720201015472412,-0.5332205891609192,-0.8102682828903198,-1.0878055095672607,-1.1791925430297852,-0.6989232897758484,-0.7831549644470215,-0.3610494434833526,-1.2891145944595337,-1.2792216539382937,-0.8862789273262024,-0.5085825324058533,-0.4430702328681946,0.0244048777967691,-0.018881559371948242
p008_28_2.tiff,-0.72998047,4446,390,../../Test_Data/p008/Tiles_156/p008_28_2.tiff,0.0415082052350044,-0.9595369696617126,-0.1583092957735061,-1.087025165557861,-1.14176607131958,-0.4458315372467041,-0.9065964818000792,-1.1267391443252563,-1.2345707416534424,-1.0733658075332642,-1.0812395811080933,-0.5462181568145752,-1.321305274963379,-1.1861122846603394,-0.839118480682373,-0.5209746360778809,-0.3840128481388092,0.0304614044725894,-0.023954560980200768
p008_30_2.tiff,0.5393646,4758,390,../../Test_Data/p008/Tiles_156/p008_30_2.tiff,0.0498095601797103,-0.9757608771324158,-0.1756654679775238,-1.0258121490478516,-0.5035558938980103,-0.4464229643344879,-0.6036710143089294,-0.3454019427299499,-1.1527467966079712,-0.6428759098052979,-0.761836051940918,-0.5974982380867004,-1.2054953575134275,-0.9814206957817078,-0.9640487432479858,-0.5098194479942322,-0.1728267818689346,0.025813678279519,-0.024511337280273438
p008_31_2.tiff,-0.72998047,4914,390,../../Test_Data/p008/Tiles_156/p008_31_2.tiff,0.0613278746604919,-0.5043212175369263,-0.2058596611022949,-0.6449393630027771,0.2817751169204712,-0.0808084309101104,-0.4482266902923584,-0.2125436067581176,0.0009756973013281,0.1813947409391403,0.13938570022583,-0.6391362547874451,-0.2668267488479614,-0.5797698497772217,-0.0936567857861518,-0.1130201742053031,-0.1610256880521774,0.0308942943811416,-0.021282630041241646
p008_32_2.tiff,-0.72998047,5070,390,../../Test_Data/p008/Tiles_156/p008_32_2.tiff,0.0904759243130683,0.3124021291732788,-0.5064088702201843,0.5292301177978516,-0.2299090474843979,0.2402373552322387,-0.1543899327516555,0.2868542373180389,0.0298448279500007,-0.8401639461517334,-0.7183631658554077,-0.3944409787654876,0.0733502060174942,-0.3436634540557861,-0.7218360900878906,-0.3087312281131744,-0.2658280432224273,0.0225979629904031,-0.023604057729244232
p008_33_2.tiff,-0.72998047,5226,390,../../Test_Data/p008/Tiles_156/p008_33_2.tiff,0.0273480731993913,-0.5181049704551697,-0.1280518174171447,-1.0995969772338867,-0.2217940390110016,-0.3583698272705078,-0.5042513608932495,-1.0753148794174194,-1.1315966844558716,-1.2250947952270508,-1.216268539428711,-0.2438812255859375,-1.3685678243637085,-1.1695079803466797,-0.6818156838417053,-0.2683430910110473,-0.4183487296104431,0.0267434660345315,-0.01738778129220009
